Type,Locus,Strand,Left,Right,Length,CN_HMM,CN_boot,Lowerbound,Upperbound
CDS,SATW20_20930,-1,2222962,2223504,543,1,1.0804248725,1.0398206697,1.1281259837
IG,,1,2223505,2223518,14,1,1.0256974688,0.0123578008,1.0256974688
CDS,SATW20_20940,-1,2223519,2223791,273,1,1.1410369432,1.0256974688,1.223422282
IG,,1,2223792,2223816,25,1,1.1245598754,1.0256974688,1.223422282
CDS,SATW20_20950,-1,2223817,2223972,156,1,1.2481378837,1.0256974688,1.4705782986
IG,,1,2223973,2224088,116,1,1.2913901866,1.1122020746,1.4705782986
CDS,SATW20_20960,-1,2224089,2224253,165,1,1.1327984093,1.1122020746,1.1739910787
CDS,SATW20_20960,-1,2223969,2224085,117,1,1.2913901866,1.1122020746,1.4705782986
IG,,1,2224086,2224268,183,1,1.1327984093,1.1122020746,1.1739910787
CDS,SATW20_20980,-1,2224269,2224454,186,1,1.1781103457,1.0751286721,1.2852112862
CDS,SATW20_20990,-1,2224439,2224618,180,1,1.0998442738,1.0380552696,1.1863488796
IG,,1,2224619,2224631,13,1,1.1863488796,0.0123578008,1.1616332779
CDS,SATW20_21000,-1,2224632,2225114,483,1,1.1039635407,0.9886240663,1.1843098424
IG,,1,2225115,2225115,1,1,1.0627708713,0.0123578008,1.0627708713
CDS,SATW20_21010,-1,2225116,2225316,201,1,1.227541549,1.0627708713,1.4335048961
CDS,SATW20_21020,-1,2225310,2225501,192,1,1.2522571506,0.9639084646,1.4335048961
CDS,SATW20_21030,-1,2225498,2225725,228,1,1.207975031,0.9917135165,1.4149681949
IG,,1,2225726,2225729,4,1,1.0751286721,0.0123578008,1.0627708713
CDS,SATW20_21040,-1,2225730,2225996,267,1,1.1739910787,0.9886240663,1.4582204978
CDS,SATW20_21050,-1,2225986,2226189,204,1,1.1904681465,0.9886240663,1.4087892945
IG,,1,2226190,2226207,18,1,1.0874864729,1.0009818671,1.1739910787
CDS,SATW20_21060,-1,2226208,2226459,252,1,1.1163213415,1.0009818671,1.2481378837
IG,,1,2226460,2226522,63,1,1.0813075725,0.9144772613,1.2481378837
CDS,SATW20_21070,-1,2226523,2226711,189,1,0.9886240663,0.9144772613,1.0627708713
IG,,1,2226712,2226732,21,1,0.9886240663,0.0245920236,0.9886240663
CDS,SATW20_21080,-1,2226733,2226966,234,1,0.9968626002,0.9886240663,1.0009818671
IG,,1,2226967,2226987,21,1,1.0009818671,0.0245920236,0.9886240663
CDS,SATW20_21090,-1,2226988,2227212,225,1,1.1152915248,1.0195185684,1.2017961306
IG,,1,2227213,2227217,5,1,1.1739910787,0.0123578008,1.1616332779
CDS,SATW20_21100,-1,2227218,2227565,348,1,1.1276493256,1.0843970227,1.1678121783
CDS,SATW20_21110,-1,2227562,2227972,411,1,1.0380552696,0.968851585,1.1098540924
IG,,1,2227973,2228011,39,1,1.0751286721,1.0504130704,1.0998442738
CDS,SATW20_21120,-1,2228012,2228275,264,1,1.0916057399,1.0380552696,1.1369176762
IG,,1,2228276,2228277,2,1,1.0380552696,0.0123578008,1.0256974688
CDS,SATW20_21130,-1,2228278,2228649,372,1,1.1097305144,1.0454699501,1.1937882757
IG,,1,2228650,2228651,2,1,1.2357800829,0.0123578008,1.2357800829
CDS,SATW20_21140,-1,2228652,2229077,426,1,1.0949011534,0.9935671866,1.2011782406
IG,,1,2229078,2229091,14,1,1.1987066804,0.0245920236,1.1987066804
CDS,SATW20_21150,-1,2229092,2229214,123,1,1.0751286721,0.9639084646,1.1987066804
IG,,1,2229215,2229252,38,1,0.9639084646,0.0245920236,0.9639084646
CDS,SATW20_21160,-1,2229253,2229528,276,1,1.102933724,0.9793557157,1.223422282
IG,,1,2229529,2229540,12,1,1.1863488796,0.0123578008,1.1739910787
CDS,SATW20_21170,-1,2229541,2229738,198,1,1.0298167357,0.9021194605,1.1863488796
IG,,1,2229739,2229748,10,1,0.9021194605,0.0123578008,0.8897616597
CDS,SATW20_21180,-1,2229749,2230786,1038,1,1.0762521085,0.9964881214,1.1684300684
IG,,1,2230787,2231042,256,1,0.9793557157,0.9453717634,1.028786919
CDS,SATW20_21190,-1,2231043,2231780,738,1,1.0519577955,1.0117794956,1.0936808206
IG,,1,2231781,2231973,193,1,1.1369176762,1.0380552696,1.223422282
CDS,SATW20_21200,-1,2231974,2233740,1767,1,1.0536651233,1.008110367,1.1018215219
IG,,1,2233741,2233742,2,1,0.9762662655,0.0247156017,0.9762662655
CDS,SATW20_21210,-1,2233743,2234855,1113,1,1.0493832537,0.9669773185,1.1287615277
IG,,1,2234856,2234871,16,1,1.0874864729,0.0123578008,1.0751286721
CDS,SATW20_21220,-1,2234872,2236404,1533,1,1.0504130704,0.9616695219,1.1383788045
IG,,1,2236405,2236425,21,1,1.0504130704,0.0123578008,1.0504130704
CDS,SATW20_21230,-1,2236426,2236944,519,1,1.1245598754,1.013339668,1.266736374
IG,,1,2236945,2237020,76,1,1.0504130704,0.9886240663,1.1122020746
CDS,SATW20_21240,-1,2237021,2237989,969,1,1.014575448,0.9033552406,1.1295277114
IG,,1,2237990,2238111,122,1,1.0380552696,1.0009818671,1.0627708713
CDS,SATW20_21250,-1,2238112,2239071,960,1,1.0788360124,0.9490420302,1.1838773194
IG,,1,2239072,2239114,43,1,1.0751286721,0.9515506638,1.1987066804
CDS,SATW20_21260,-1,2239115,2239795,681,1,1.0768940722,1.0027472672,1.1616862399
IG,,1,2239796,2239812,17,1,0.9700873651,0.9144772613,1.0256974688
CDS,SATW20_21270,-1,2239813,2240301,489,1,0.9906836998,0.7599635583,1.1389773097
IG,,1,2240302,2240316,15,1,1.0256974688,0.0247156017,1.013339668
CDS,SATW20_21280,-1,2240317,2240610,294,1,0.9484612136,0.8213612321,1.0349658194
IG,,1,2240611,2240723,113,1,0.9886240663,0.7785414522,1.1987066804
CDS,SATW20_21290,-1,2240724,2241728,1005,1,1.1268067483,1.0627259338,1.2200632071
IG,,1,2241729,2241739,11,1,1.3840736928,0.0247156017,1.371715892
CDS,SATW20_21300,-1,2241740,2243020,1281,1,1.1130847746,1.0512957705,1.1740087327
IG,,1,2243021,2243318,298,1,1.1770805289,1.102933724,1.2790323858
CDS,SATW20_21310,-1,2243319,2244362,1044,1,1.0403021425,0.9324522444,1.1482643843
IG,,1,2244363,2245053,691,1,0.8295173806,0.7877789083,0.8712249584
CDS,SATW20_21330,-1,2245054,2245482,429,1,1.013339668,0.8452735767,1.2506094439
IG,,1,2245483,2245559,77,1,1.1492754771,1.0874864729,1.2110644812
CDS,SATW20_21340,-1,2245560,2246081,522,1,1.0751286721,0.9803649361,1.1822296126
IG,,1,2246082,2247736,1655,1,0.869165325,0.7524458961,0.9783602262
CDS,SATW20_21350,-1,2247737,2247865,129,1,1.0813075725,0.9886240663,1.1739910787
CDS,SATW20_21350,-1,2246081,2246404,324,1,0.9663800248,0.8255010954,1.1123750838
IG,,1,2246405,2246513,109,1,0.9824451659,0.7661836514,1.1987066804
CDS,SATW20_21360,1,2246514,2247686,1173,1,0.8032570539,0.6910070297,0.9381836426
IG,,1,2247687,2247978,292,1,1.0040713173,0.8681355082,1.1369176762
CDS,SATW20_21380,-1,2247979,2248659,681,1,1.0009818671,0.939192863,1.0658603215
IG,,1,2248660,2248754,95,1,1.1060231742,1.0751286721,1.1369176762
CDS,SATW20_21390,-1,2248755,2249078,324,1,0.9793557157,0.9299245124,1.0504130704
IG,,1,2249079,2249125,47,1,1.0751286721,0.939192863,1.2110644812
CDS,SATW20_21400,-1,2249126,2249785,660,1,1.0910172732,0.9727354652,1.2411468992
IG,,1,2249786,2249939,154,1,1.1327984093,0.9144772613,1.4211470953
CDS,SATW20_21410,-1,2249940,2250329,390,1,1.0800717924,0.9144772613,1.2036498007
IG,,1,2250330,2250465,136,1,1.118380975,1.0998442738,1.1369176762
CDS,SATW20_21420,-1,2250466,2250726,261,1,1.0843970227,0.9731768153,1.19252778
IG,,1,2250727,2250800,74,1,1.0751286721,0.0123578008,1.0751286721
CDS,SATW20_21430,-1,2250801,2251274,474,1,1.0158112281,0.9045910207,1.1245598754
IG,,1,2251275,2251339,65,1,0.9824451659,0.9515506638,1.013339668
CDS,SATW20_21440,-1,2251340,2251453,114,1,0.9082983609,0.865046058,0.9515506638
IG,,1,2251454,2251467,14,1,0.865046058,0.0123578008,0.865046058
CDS,SATW20_21450,-1,2251468,2251752,285,1,0.9484612136,0.8835827593,0.9978924169
IG,,1,2251753,2251797,45,1,0.939192863,0.0123578008,0.939192863
CDS,SATW20_21460,-1,2251798,2252076,279,1,0.9484612136,0.849598807,1.0689497717
IG,,1,2252077,2253749,1673,1,0.9721469985,0.8993664171,1.0587065279
CDS,SATW20_21461,-1,2253750,2254007,258,1,1.1307387758,1.0226080186,1.3006585372
IG,,1,2254008,2255283,1276,1,1.1141032747,1.0180736563,1.1958929042
CDS,SATW20_21471,1,2255284,2255424,141,1,0.9185965283,0.8032570539,1.0874864729
IG,,1,2255425,2255871,447,1,0.9466075435,0.879875419,1.0059744187
CDS,SATW20_21480,-1,2255872,2256747,876,1,1.0899580331,1.0046768496,1.2037363053
IG,,1,2256748,2256782,35,1,1.3964314937,0.0247156017,1.3841972708
CDS,SATW20_21490,-1,2256783,2259068,2286,1,1.0766733972,0.9932427944,1.1513454087
IG,,1,2259069,2259203,135,1,1.0957250068,1.0009818671,1.1492754771
CDS,SATW20_21500,1,2259204,2260700,1497,1,1.0413506832,0.9812011473,1.0932616852
IG,,1,2260701,2260958,258,1,1.0174589349,0.865046058,1.0998442738
CDS,SATW20_21510,1,2260959,2261288,330,1,1.0535025207,0.9021194605,1.1616332779
IG,,1,2261289,2261313,25,1,1.0936653733,1.0627708713,1.1245598754
CDS,SATW20_21520,1,2261314,2261499,186,1,1.0751286721,1.0627708713,1.0874864729
IG,,1,2261500,2261507,8,1,1.013339668,0.939192863,1.0874864729
CDS,SATW20_21530,1,2261508,2262692,1185,1,1.0246676521,0.931932655,1.1266709997
IG,,1,2262693,2262734,42,1,0.9144772613,0.9144772613,0.9144772613
CDS,SATW20_21540,1,2262735,2263064,330,1,0.9515506638,0.8681355082,1.0349658194
IG,,1,2263065,2264390,1326,1,0.9444890633,0.8853305054,1.0018910482
CDS,SATW20_21550,1,2264391,2265275,885,1,0.9342497427,0.8242529575,1.0468169504
CDS,SATW20_21560,1,2265268,2267067,1800,1,1.0634212818,1.0113819321,1.115486648
IG,,1,2267068,2267084,17,1,1.1492754771,0.0245920236,1.1369176762
CDS,SATW20_21570,1,2267085,2268647,1563,1,1.0445976348,0.9922514443,1.0991318829
CDS,SATW20_21580,1,2268640,2270019,1380,1,0.9746185587,0.9152928762,1.0389367927
IG,,1,2270020,2270046,27,1,1.0874864729,0.0123578008,1.0751286721
CDS,SATW20_21590,1,2270047,2270487,441,1,1.0800717924,0.9588911975,1.2431947634
IG,,1,2270488,2270526,39,1,0.9948029667,0.9886240663,1.0009818671
CDS,SATW20_21600,1,2270527,2271528,1002,1,1.0414255789,0.9694807094,1.1088429996
IG,,1,2271529,2271602,74,1,0.9948029667,0.9144772613,1.0751286721
CDS,SATW20_21610,1,2271603,2272154,552,1,1.0504130704,0.9927227369,1.1039635407
IG,,1,2272155,2272171,17,1,0.9515506638,0.0123578008,0.939316441
CDS,SATW20_21620,1,2272172,2272606,435,1,0.9948029667,0.9000186344,1.1286791424
CDS,SATW20_21630,1,2272596,2272913,318,1,0.9194203817,0.7933708132,1.0182827883
IG,,1,2272914,2272916,3,1,0.9515506638,0.0247156017,0.9515506638
CDS,SATW20_21640,1,2272917,2273582,666,1,1.0098088677,0.9550638101,1.073363272
CDS,SATW20_21650,1,2273572,2274093,522,1,1.0545323374,0.9391104776,1.1719520416
IG,,1,2274094,2274098,5,1,1.0256974688,0.0123578008,1.013463246
CDS,SATW20_21660,1,2274099,2274971,873,1,1.0380552696,0.9428878454,1.1319992715
IG,,1,2274972,2275009,38,1,0.8279726555,0.790899253,0.865046058
CDS,SATW20_21670,1,2275010,2275801,792,1,0.9776393545,0.8897616597,1.0820078479
IG,,1,2275802,2275884,83,1,1.0256974688,0.0123578008,1.0256974688
CDS,SATW20_21680,1,2275885,2276442,558,1,1.0098088677,0.9321312625,1.0963134735
CDS,SATW20_21690,1,2276442,2276915,474,1,1.0298167357,0.9309131364,1.1225208383
IG,,1,2276916,2276930,15,1,1.0504130704,0.0247156017,1.0504130704
CDS,SATW20_21700,1,2276931,2277947,1017,1,0.985253757,0.9155894634,1.0391787061
IG,,1,2277948,2278043,96,1,0.9082983609,0.8526882572,0.9639084646
CDS,SATW20_21710,1,2278044,2286317,8274,1,0.9805326491,0.9494895592,1.0132175611
IG,,1,2286318,2286338,21,1,1.1492754771,0.0123578008,1.1492754771
CDS,SATW20_21720,1,2286339,2288420,2082,1,1.0655794624,1.0021053036,1.1262450301
IG,,1,2288421,2288480,60,1,0.9886240663,0.0123578008,0.9763898435
CDS,SATW20_21730,1,2288481,2296682,8202,1,1.027633028,0.9915929163,1.0598094658
IG,,1,2296683,2296684,2,1,1.1369176762,0.0245920236,1.1369176762
CDS,SATW20_21740,1,2296685,2297059,375,1,1.1443323567,1.0157370813,1.312398448
CDS,SATW20_21750,1,2297052,2297219,168,1,0.9886240663,0.8774038588,1.1245598754
IG,,1,2297220,2297260,41,1,0.9639084646,0.0123578008,0.9515506638
CDS,SATW20_21760,1,2297261,2299930,2670,1,1.0367312195,0.9727089842,1.1007490413
IG,,1,2299931,2299973,43,1,1.0627708713,0.0247156017,1.0627708713
CDS,SATW20_21770,1,2299974,2300438,465,1,1.0998442738,1.0174589349,1.1842892461
CDS,SATW20_21780,1,2300420,2300932,513,1,1.083367206,1.0071607675,1.1327984093
IG,,1,2300933,2300953,21,1,1.1369176762,0.0369498245,1.1246834534
CDS,SATW20_21790,1,2300954,2301283,330,1,1.0843970227,0.8248832053,1.3778947924
IG,,1,2301284,2301334,51,1,1.2419589833,1.0256974688,1.4582204978
CDS,SATW20_21800,1,2301335,2302996,1662,1,1.095482697,1.0387676605,1.1536443231
CDS,SATW20_21810,1,2302996,2303523,528,1,1.1192636751,1.0274628689,1.2128828433
IG,,1,2303524,2303679,156,1,1.0689497717,0.9886240663,1.1492754771
CDS,SATW20_21820,1,2303680,2305182,1503,1,0.9708597276,0.9059581024,1.0473313439
IG,,1,2305183,2305841,659,1,0.9886240663,0.9237301647,1.0504439649
CDS,SATW20_21830,-1,2305842,2306018,177,1,1.0668901382,0.8774038588,1.1739910787
IG,,1,2306019,2306152,134,1,1.0998442738,1.0504130704,1.1492754771
CDS,SATW20_21840,-1,2306153,2307802,1650,1,1.0716959497,0.9933955505,1.1664528202
IG,,1,2307803,2307954,152,1,0.8835827593,0.7414680497,1.0256974688
CDS,SATW20_21850,-1,2307955,2308569,615,1,0.9515506638,0.8173626008,1.0857387268
IG,,1,2308570,2309486,917,1,1.0380552696,0.9614369045,1.1283413625
CDS,SATW20_21860,-1,2309487,2310122,636,1,1.1724463536,1.1060077269,1.2203637263
IG,,1,2310123,2310374,252,1,1.013339668,0.8774038588,1.2357800829
CDS,SATW20_21870,1,2310375,2312303,1929,1,1.0486476703,0.9833102119,1.1128199646
IG,,1,2312304,2312663,360,1,1.0751286721,1.0040713173,1.1214704252
CDS,SATW20_21880,1,2312664,2314274,1611,1,1.0453245642,0.982052624,1.1071499148
IG,,1,2314275,2314375,101,1,0.865046058,0.8526882572,0.8774038588
CDS,SATW20_21890,-1,2314376,2315401,1026,1,0.9628786479,0.8897410633,1.0236584317
CDS,SATW20_21900,-1,2315394,2315858,465,1,1.0504130704,0.98860347,1.1328190056
CDS,SATW20_21910,-1,2315831,2316493,663,1,1.0151050681,0.8826647512,1.1211349992
CDS,SATW20_21920,-1,2316474,2316968,495,1,1.0771883056,0.9761838801,1.178130942
IG,,1,2316969,2317445,477,1,0.9268350622,0.830032289,1.0339360027
CDS,SATW20_21930,1,2317446,2319134,1689,1,0.8437631788,0.7785345868,0.9069458683
IG,,1,2319135,2319161,27,1,0.865046058,0.0245920236,0.865046058
CDS,SATW20_21940,1,2319162,2320931,1770,1,0.9489490215,0.8650265457,1.0387251925
CDS,SATW20_21950,1,2320931,2321185,255,1,1.0215782018,0.8897616597,1.1369176762
IG,,1,2321186,2321321,136,1,0.9721469985,0.8897616597,1.0627708713
CDS,SATW20_21960,1,2321322,2322326,1005,1,0.9762662655,0.8458914667,1.0751399065
IG,,1,2322327,2322355,29,1,0.7043946472,0.0123578008,0.7043946472
CDS,SATW20_21970,1,2322356,2323885,1530,1,0.9592742893,0.8650306108,1.0604692309
IG,,1,2323886,2323887,2,1,0.9762662655,0.0123578008,0.9762662655
CDS,SATW20_21980,1,2323888,2324934,1047,1,0.9433121299,0.8815128276,1.0009921653
IG,,1,2324935,2324947,13,1,0.9515506638,0.0123578008,0.9515506638
CDS,SATW20_21990,1,2324948,2326318,1371,1,0.9293066223,0.8633983512,0.9919277184
CDS,SATW20_22000,1,2326319,2326891,573,1,0.9268350622,0.8526882572,0.9989634263
IG,,1,2326892,2326905,14,1,0.8588671576,0.8032570539,0.9144772613
CDS,SATW20_22010,1,2326906,2328174,1269,1,0.9230326619,0.8260524434,1.0228741866
IG,,1,2328175,2328382,208,1,0.7744221853,0.5684588381,0.9762662655
rRNA,SATW20_r110,-1,2328383,2328496,114,1,0.8526882572,0.5684588381,1.1369176762
IG,,1,2328497,2328570,74,1,0.9144772613,0.6920368464,1.1369176762
rRNA,SATW20_r120,-1,2328571,2331491,2921,1,0.7777175988,0.7043616931,0.8494381556
IG,,1,2331492,2332046,555,1,0.7026292471,0.4906929629,0.8880492216
rRNA,SATW20_r130,-1,2332047,2333586,1540,1,0.7808585399,0.6781265969,0.9067690831
IG,,1,2333587,2333714,128,1,0.8897616597,0.6673212448,1.1739910787
tRNA,SATW20_t530,-1,2333715,2333785,71,1,0.8279726555,0.0123578008,0.8279726555
IG,,1,2333786,2333807,22,1,1.0318763692,0.8279726555,1.2357800829
tRNA,SATW20_t540,-1,2333808,2333890,83,1,1.2357800829,0.0247156017,1.223422282
IG,,1,2333891,2334536,646,1,1.058136696,0.9500059387,1.184835049
CDS,SATW20_22020,-1,2334537,2334992,456,1,1.0973727136,1.0602993111,1.1443323567
CDS,SATW20_22030,-1,2334985,2337135,2151,1,1.0052802326,0.946672019,1.0724421937
IG,,1,2337136,2337568,433,1,1.0553561908,0.9194203817,1.2013018186
CDS,SATW20_22040,-1,2337569,2338339,771,1,0.9680277316,0.8650048653,1.0682632272
CDS,SATW20_22050,-1,2338314,2338793,480,1,0.8675176182,0.8328910603,0.9045910207
IG,,1,2338794,2338794,1,1,0.8526882572,0.0123578008,0.8403304564
CDS,SATW20_22060,-1,2338795,2339121,327,1,0.9342497427,0.8724607385,1.013339668
IG,,1,2339122,2339239,118,1,0.9577295642,0.8526882572,1.0627708713
CDS,SATW20_22070,-1,2339240,2340241,1002,1,1.0290677781,0.9739856895,1.084127398
IG,,1,2340242,2340589,348,1,0.9144772613,0.7939887032,1.0473236202
CDS,SATW20_22080,-1,2340590,2340952,363,1,0.9416644232,0.8304442157,1.013339668
CDS,SATW20_22090,-1,2340949,2341119,171,1,0.9474313969,0.8403304564,1.0380552696
IG,,1,2341120,2341203,84,1,0.8712249584,0.8403304564,0.9021194605
CDS,SATW20_22100,-1,2341204,2342352,1149,1,0.9258052454,0.865046058,0.9876045477
IG,,1,2342353,2342417,65,1,0.8341515559,0.8156148547,0.8526882572
CDS,SATW20_22110,-1,2342418,2342777,360,1,0.8125254045,0.7723625518,0.8619566078
IG,,1,2342778,2342780,3,1,0.790899253,0.0123578008,0.790899253
CDS,SATW20_22120,-1,2342781,2343254,474,1,0.8671056915,0.760004751,0.9929081039
IG,,1,2343255,2343258,4,1,0.8279726555,0.0123578008,0.8157384327
CDS,SATW20_22130,-1,2343259,2344842,1584,1,0.9471890871,0.8810312369,1.0061503356
CDS,SATW20_22140,-1,2344835,2345314,480,1,0.939192863,0.8732845919,1.0051011341
IG,,1,2345315,2345521,207,1,0.9268350622,0.8032570539,0.9886240663
CDS,SATW20_22150,-1,2345522,2346082,561,1,1.0195185684,0.9474313969,1.1039635407
IG,,1,2346083,2346101,19,1,0.9330139626,0.8774038588,0.9886240663
CDS,SATW20_22160,-1,2346102,2348129,2028,1,1.0198128017,0.9727295806,1.0710270592
IG,,1,2348130,2348147,18,1,1.0751286721,0.0123578008,1.0751286721
CDS,SATW20_22170,-1,2348148,2349824,1677,1,1.0318763692,0.9494635686,1.1129366772
IG,,1,2349825,2350095,271,1,0.9762662655,0.8526882572,1.0504130704
CDS,SATW20_22180,1,2350096,2352753,2658,1,1.0424687699,0.9673774759,1.1086977554
CDS,SATW20_22190,1,2352753,2353448,696,1,0.9283797873,0.7800398356,1.0767351862
IG,,1,2353449,2353816,368,1,0.9342497427,0.805728614,1.0380552696
CDS,SATW20_22200,-1,2353817,2355337,1521,1,1.0179738433,0.9492181289,1.0882820064
IG,,1,2355338,2355853,516,1,0.9268350622,0.8402892637,0.9989222337
CDS,SATW20_22210,-1,2355854,2357212,1359,1,0.9762662655,0.9169488215,1.0307147359
IG,,1,2357213,2357226,14,1,1.1863488796,0.0245920236,1.1863488796
CDS,SATW20_22220,-1,2357227,2358297,1071,1,1.0942270916,0.9582238763,1.239206564
IG,,1,2358298,2358614,317,1,1.0825433526,0.8403304564,1.3346424895
CDS,SATW20_22230,1,2358615,2359817,1203,1,0.9734144653,0.8697800463,1.1141603107
IG,,1,2359818,2360080,263,1,0.9680277316,0.865046058,1.0751286721
CDS,SATW20_22240,-1,2360081,2360218,138,1,0.9845047994,0.8774038588,1.1122020746
IG,,1,2360219,2360345,127,1,1.0751286721,1.0380552696,1.1122020746
CDS,SATW20_22250,-1,2360346,2360555,210,1,1.013339668,0.9639084646,1.0380552696
IG,,1,2360556,2360566,11,1,1.0380552696,0.0123578008,1.013339668
CDS,SATW20_22260,-1,2360567,2360860,294,1,1.0905759231,0.9639084646,1.2330922612
IG,,1,2360861,2361025,165,1,0.9639084646,0.939192863,0.9886240663
CDS,SATW20_22270,1,2361026,2362510,1485,1,0.9824451659,0.9160219864,1.0558505028
IG,,1,2362511,2362537,27,1,0.9515506638,0.0123578008,0.9515506638
CDS,SATW20_22280,1,2362538,2363185,648,1,1.0539438707,0.939157555,1.1740616947
IG,,1,2363186,2363997,812,1,1.0723824941,0.9968351384,1.1548639492
CDS,SATW20_22290,-1,2363998,2364870,873,1,0.9268350622,0.825464022,1.0207667063
IG,,1,2364871,2364955,85,1,0.9886240663,0.9144772613,1.0627708713
CDS,SATW20_22300,-1,2364956,2365597,642,1,0.9444890633,0.8014210377,1.0751286721
IG,,1,2365598,2365598,1,1,1.013339668,0.0245920236,1.013339668
CDS,SATW20_22310,-1,2365599,2366390,792,1,0.9556699308,0.8581531513,1.0490674432
CDS,SATW20_22320,-1,2366374,2367204,831,1,0.865046058,0.8119075145,0.9145019769
CDS,SATW20_22330,-1,2367197,2367886,690,1,1.0040713173,0.9345277932,1.0905913704
IG,,1,2367887,2368271,385,1,0.9737947053,0.7167524481,1.1814057592
CDS,SATW20_22340,-1,2368272,2368967,696,1,0.9175667115,0.8526728099,0.9840362327
IG,,1,2368968,2369355,388,1,1.0009818671,0.9070625808,1.1047873941
CDS,SATW20_22350,-1,2369356,2369751,396,1,0.9589653443,0.8477451369,1.0554303376
IG,,1,2369752,2369944,193,1,0.939192863,0.790899253,1.0256974688
CDS,SATW20_22360,1,2369945,2370385,441,1,1.0256974688,0.8871665215,1.1221871777
IG,,1,2370386,2370443,58,1,0.9330139626,0.865046058,1.0009818671
CDS,SATW20_22370,-1,2370444,2370884,441,1,0.939192863,0.8847691081,1.013339668
IG,,1,2370885,2370917,33,1,0.8588671576,0.7785414522,0.939192863
CDS,SATW20_22380,-1,2370918,2372183,1266,1,0.9382422629,0.8821473532,1.0095467737
IG,,1,2372184,2372293,110,1,0.9021194605,0.790899253,1.013339668
CDS,SATW20_22390,-1,2372294,2372527,234,1,0.9113878111,0.8001676037,1.0504130704
IG,,1,2372528,2373088,561,1,0.9124176279,0.7578627322,1.0463143998
CDS,SATW20_22400,-1,2373089,2373493,405,1,0.983680946,0.7661836514,1.1493990551
IG,,1,2373494,2373512,19,1,0.8774038588,0.8774038588,0.8774038588
CDS,SATW20_22410,-1,2373513,2374925,1413,1,0.9251873554,0.8493928436,1.028169029
IG,,1,2374926,2374946,21,1,1.0009818671,0.0123578008,1.0009818671
CDS,SATW20_22420,-1,2374947,2375813,867,1,1.0516488505,0.9193462349,1.2049102964
IG,,1,2375814,2375843,30,1,1.0256974688,0.0123578008,1.013339668
CDS,SATW20_22430,-1,2375844,2377352,1509,1,1.0326487318,0.9785833531,1.0805429336
IG,,1,2377353,2377373,21,1,0.9886240663,0.0245920236,0.9763898435
CDS,SATW20_22440,-1,2377374,2377913,540,1,0.999216467,0.9127118612,1.1051581281
CDS,SATW20_22450,-1,2377913,2378434,522,1,0.9474313969,0.8608444057,1.0545323374
IG,,1,2378435,2378631,197,1,0.9721469985,0.9144772613,1.013339668
CDS,SATW20_22460,-1,2378632,2378844,213,1,0.9309543291,0.8897616597,0.9886240663
IG,,1,2378845,2378886,42,1,0.8897616597,0.0247156017,0.8897616597
CDS,SATW20_22470,-1,2378887,2379615,729,1,0.9996087782,0.9322999563,1.0765566846
IG,,1,2379616,2379635,20,1,1.1739910787,0.0123578008,1.1739910787
CDS,SATW20_22480,-1,2379636,2379989,354,1,0.9824451659,0.8248832053,1.1400071265
IG,,1,2379990,2380155,166,1,0.9103579944,0.790899253,1.1122020746
CDS,SATW20_22490,-1,2380156,2381283,1128,1,0.9185965283,0.8588568594,0.9855655106
IG,,1,2381284,2381306,23,1,0.9762662655,0.8774038588,1.0751286721
CDS,SATW20_22500,-1,2381307,2381936,630,1,0.8721076585,0.760852143,0.9762839195
IG,,1,2381937,2381963,27,1,0.6302478423,0.0123578008,0.6302478423
CDS,SATW20_22510,-1,2381964,2383202,1239,1,0.8491574569,0.7697056246,0.9180168886
IG,,1,2383203,2383228,26,1,0.8279726555,0.0123578008,0.8279726555
CDS,SATW20_22520,-1,2383229,2383753,525,1,1.0751286721,0.9309131364,1.192589569
IG,,1,2383754,2383859,106,1,1.0071607675,0.8897616597,1.1245598754
CDS,SATW20_22530,-1,2383860,2384279,420,1,1.0232259086,0.9441359833,1.0850149128
CDS,SATW20_22540,-1,2384276,2385322,1047,1,0.8928511099,0.8290024723,0.9567203438
IG,,1,2385323,2385405,83,1,0.8465093568,0.8279726555,0.865046058
CDS,SATW20_22550,-1,2385406,2386239,834,1,0.9817586214,0.9103579944,1.0778748501
CDS,SATW20_22560,-1,2386229,2387305,1077,1,0.8537180739,0.7918878771,0.9227260934
CDS,SATW20_22570,-1,2387306,2387905,600,1,0.9815624658,0.9144772613,1.0804601805
IG,,1,2387906,2388251,346,1,0.9299245124,0.8835827593,1.0009818671
CDS,SATW20_22580,-1,2388252,2388506,255,1,0.8310621057,0.6982157468,0.9793557157
IG,,1,2388507,2388623,117,1,0.790899253,0.6796790456,0.9021194605
CDS,SATW20_22590,-1,2388624,2389940,1317,1,0.8977059602,0.8447263027,0.9453805904
IG,,1,2389941,2390186,246,1,0.9803855324,0.8403304564,1.0874864729
CDS,SATW20_22600,-1,2390187,2391614,1428,1,0.8812656716,0.7962980673,0.9755093502
IG,,1,2391615,2391851,237,1,0.8856423927,0.790899253,0.9639084646
CDS,SATW20_22610,-1,2391852,2392187,336,1,1.0813075725,0.954640114,1.2141539314
IG,,1,2392188,2392275,88,1,0.9762662655,0.9515506638,1.0009818671
CDS,SATW20_22620,-1,2392276,2393535,1260,1,1.074245972,1.0098000407,1.1440145847
IG,,1,2393536,2394000,465,1,0.983680946,0.8428020165,1.1468039169
